duration,protocol_type,service,flag,src_bytes,dst_bytes,hot,logged_in,count,srv_count,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_same_src_port_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,0,47,1,0,0,0,0,109,5,10,0,1,255,5,0,0,10,10
0,0,21,9,244,8745,0,1,4,4,0,10,0,206,255,10,0,0,0
7466,0,58,9,0,44,0,0,1,1,0,10,0,255,191,8,0,2,0
0,0,58,2,124,188,0,0,1,1,10,10,0,255,254,10,0,0,0
0,0,47,5,0,0,0,0,200,8,0,0,1,255,8,0,0,0,0
0,2,12,9,1480,0,0,0,1,3,0,10,0,90,23,0,0,0,0
1,0,52,9,2599,293,0,1,3,3,0,10,0,255,203,8,0,2,0
0,0,21,9,226,651,0,1,19,21,0,10,0,166,255,10,0,0,0
0,0,47,1,0,0,0,0,267,11,10,0,1,255,11,0,0,10,10
8169,0,58,9,0,15,0,0,1,1,0,10,0,255,19,1,0,8,0
0,0,33,1,0,0,0,0,286,18,10,1,1,255,18,1,0,10,10
0,0,36,5,0,0,0,0,179,19,0,1,1,255,19,1,0,0,0
0,0,47,5,0,0,0,0,203,14,0,1,1,255,14,0,0,0,0
0,0,47,1,0,0,0,0,273,3,10,0,1,255,3,0,0,10,10
0,0,57,5,0,0,0,0,239,20,0,1,1,255,20,1,0,0,0
0,0,42,1,0,0,0,0,461,1,9,0,10,255,1,0,0,10,10
0,0,47,2,0,0,0,0,198,1,10,0,1,255,1,0,0,10,10
282,0,16,9,162,601,2,1,1,1,0,10,0,255,43,2,0,0,0
0,0,25,5,0,0,0,0,110,9,0,1,1,255,9,0,0,0,0
0,0,47,5,0,0,0,0,216,7,0,0,1,255,7,0,0,0,0
281,0,16,9,158,595,2,1,1,1,0,10,0,255,4,0,0,2,0
0,0,21,9,313,8558,0,1,8,19,0,10,0,72,255,10,0,0,0
0,0,47,5,0,0,0,0,158,5,0,0,1,255,5,0,0,0,0
7526,0,58,9,0,44,0,0,1,1,0,10,0,255,187,7,0,0,0
0,0,21,9,285,26746,0,1,2,3,0,10,0,67,255,10,0,0,0
0,0,47,1,0,0,0,0,242,2,10,0,1,255,2,0,0,10,10
0,0,47,1,0,0,0,0,272,14,10,0,1,255,14,0,0,10,10
2079,0,21,4,69644,0,0,1,12,12,10,10,0,255,237,9,0,2,2
0,0,21,9,293,771,0,1,10,35,0,10,0,255,255,10,0,0,0
0,0,47,1,0,0,0,0,510,1,10,0,10,255,1,0,0,10,10
0,0,42,1,0,0,0,0,444,1,10,0,10,255,1,0,0,10,10
0,0,58,9,121,174,0,0,1,1,0,10,0,255,120,5,0,0,0
1,0,52,9,4030,332,0,1,1,3,0,10,0,149,102,6,0,0,0
0,2,12,9,508,0,0,0,321,321,0,10,0,255,255,10,10,0,0
0,1,9,9,44,44,0,0,120,200,0,10,0,255,255,10,0,0,0
0,0,21,9,274,11522,0,1,1,2,0,10,0,1,255,10,10,0,0
0,0,21,9,205,398,0,1,20,20,0,10,0,255,255,10,0,0,0
0,1,9,9,44,44,0,0,139,139,0,10,0,255,254,10,0,0,0
4,0,45,9,26,93,0,1,1,1,0,10,0,255,246,10,0,0,0
0,0,47,1,0,0,0,0,148,1,10,0,1,255,1,0,0,10,10
0,0,31,1,0,0,0,0,233,17,10,1,1,255,17,1,0,10,10
0,1,9,9,45,45,0,0,205,204,0,10,0,255,254,10,0,0,0
0,0,47,1,0,0,0,0,139,17,10,1,1,255,17,1,0,10,10
0,0,21,9,389,1071,0,1,11,12,0,10,0,255,255,10,0,0,0
7510,0,58,9,0,44,0,0,1,1,0,10,0,255,190,8,0,0,0
0,0,15,2,0,0,0,0,200,13,10,1,1,255,13,0,0,10,10
0,0,52,9,22568,337,0,1,1,2,0,10,0,100,178,8,0,0,0
0,0,21,9,321,3413,0,1,6,9,0,10,0,64,255,10,0,0,0
0,1,9,9,44,44,0,0,2,3,0,10,0,255,240,9,0,0,0
27,0,16,9,360,1172,7,1,1,1,0,10,0,255,89,4,0,0,0
0,0,16,9,26,157,0,0,1,1,0,10,0,218,107,5,0,0,0
0,0,69,1,0,0,0,0,209,4,10,0,1,255,4,0,0,10,10
0,1,47,9,105,146,0,0,1,1,0,10,0,192,191,10,0,0,0
1,0,58,2,0,15,0,0,1,7,10,10,0,96,87,3,0,9,7
0,0,21,9,217,668,0,1,7,14,0,10,0,9,231,10,1,0,0
0,0,21,5,0,0,0,0,110,110,0,10,0,255,255,10,0,3,3
0,0,21,9,197,6356,0,1,18,19,0,10,0,255,255,10,0,0,0
0,0,21,9,280,303,0,1,2,2,0,10,0,255,250,10,0,0,0
0,0,42,1,0,0,0,0,445,1,9,0,10,255,1,0,0,10,10
0,0,67,1,0,0,0,0,217,9,10,0,1,255,9,0,0,10,10
0,0,58,8,0,44,0,0,1,1,0,10,0,255,141,6,0,4,0
0,0,21,9,353,1203,0,1,4,4,0,10,0,255,255,10,0,0,0
0,0,21,9,245,351,0,1,13,20,0,10,0,254,255,10,0,0,0
2069,0,21,4,72564,0,0,1,8,8,10,10,0,255,244,10,0,5,5
0,0,17,9,12,0,0,0,1,1,0,10,0,7,7,10,10,0,0
0,0,21,9,326,3942,0,1,11,34,0,10,0,32,255,10,0,0,0
0,0,21,9,276,1183,0,1,3,3,0,10,0,47,172,10,0,0,0
0,1,47,9,105,0,0,0,1,1,0,10,0,52,51,10,0,0,0
0,2,12,9,1008,0,0,0,70,70,0,10,0,255,255,10,10,0,0
0,0,21,9,283,3160,0,1,26,26,0,10,0,255,255,10,0,0,0
0,1,9,9,33,0,0,0,1,2,0,10,0,255,11,0,0,0,0
0,0,21,9,227,1699,0,1,7,7,0,10,0,7,255,10,1,0,0
0,1,47,9,43,0,0,0,2,2,0,10,0,255,255,10,0,0,0
0,0,21,9,211,14210,0,1,13,13,0,10,0,30,255,10,0,0,0
0,0,21,9,230,327,0,1,11,21,0,10,0,218,255,10,0,0,0
0,1,47,9,53,50,0,0,325,325,0,10,0,255,255,10,9,0,0
0,0,47,1,0,0,0,0,195,3,10,0,1,255,3,0,0,10,10
0,0,21,9,258,2007,0,1,10,10,0,10,0,71,255,10,0,0,0
0,0,21,9,54540,8314,2,1,4,6,0,10,0,255,254,10,0,1,1
0,0,21,9,276,1973,0,1,34,34,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,148,11,0,1,0,58,11,2,0,0,0
0,1,9,9,44,71,0,0,178,177,0,10,0,255,254,10,0,0,0
0,0,21,9,234,773,0,1,38,38,0,10,0,255,255,10,0,0,0
0,1,47,9,53,53,0,0,511,511,0,10,0,255,255,10,8,0,0
0,0,55,1,0,0,0,0,1,3,10,10,0,255,11,0,0,2,10
0,0,17,9,12,0,0,0,1,1,0,10,0,8,7,9,9,0,0
0,0,21,9,306,55311,1,1,6,9,0,10,0,255,255,10,0,0,0
0,0,1,1,0,0,0,0,202,10,10,0,1,255,10,0,0,10,10
0,2,12,9,1480,0,0,0,1,3,0,10,0,1,39,10,10,0,0
0,0,21,5,0,0,0,0,35,35,7,10,0,255,255,10,0,7,7
0,1,47,9,53,50,0,0,505,505,0,10,0,255,255,10,8,0,0
902,0,21,4,57964,0,0,1,42,42,10,10,0,255,255,10,0,2,2
0,0,58,9,0,0,0,0,1,2,0,10,0,255,128,5,0,6,3
1,0,52,9,1376,343,0,1,1,2,0,10,0,96,65,7,0,0,0
0,1,9,9,44,44,0,0,80,160,0,10,0,255,254,10,0,0,0
0,0,21,5,0,0,0,0,29,29,2,10,0,255,255,10,0,7,7
0,0,47,1,0,0,0,0,124,12,10,1,1,255,12,0,0,10,10
0,0,47,5,0,0,0,0,117,11,0,1,1,255,11,0,0,0,0
0,0,21,9,175,1724,0,1,1,15,0,10,0,255,210,8,0,1,0
282,0,16,9,164,599,2,1,1,1,0,10,0,255,16,1,0,8,0
0,0,47,5,0,0,0,0,224,2,0,0,1,255,2,0,0,0,0
0,0,35,5,0,0,0,0,234,2,0,0,1,255,2,0,0,0,0
0,0,21,9,342,665,0,1,9,10,0,10,0,33,255,10,1,0,0
1,0,52,9,1500,332,0,1,1,3,0,10,0,193,218,8,0,0,0
0,0,52,9,1710,366,0,1,1,3,0,10,0,255,142,6,0,0,0
4,0,45,9,28,93,0,1,1,1,0,10,0,146,129,9,0,1,0
0,0,21,9,140,4267,0,1,1,2,0,10,0,1,255,10,10,0,0
0,0,47,5,0,0,0,0,189,17,0,1,1,255,17,1,0,0,0
0,0,42,1,0,0,0,0,509,1,9,0,10,255,1,0,0,9,10
0,0,58,5,0,0,0,0,1,6,0,10,0,7,3,4,1,0,0
0,0,21,9,245,4461,0,1,9,9,0,10,0,222,255,10,0,0,0
281,0,16,9,164,599,2,1,1,1,0,10,0,255,14,0,0,7,0
0,0,21,9,235,12823,0,1,2,2,0,10,0,255,255,10,0,0,0
0,0,21,9,353,4627,0,1,20,20,0,10,0,255,255,10,0,0,0
0,0,17,9,12,0,0,0,1,1,0,10,0,22,5,2,2,0,0
0,0,21,9,265,3528,0,1,10,10,0,10,0,18,179,10,1,0,0
0,0,47,1,0,0,0,0,252,19,10,1,1,138,19,1,0,10,10
0,0,58,2,0,0,0,0,266,17,10,1,1,255,17,1,0,10,10
0,0,47,5,0,0,0,0,294,16,0,0,1,255,16,1,0,0,0
0,0,16,9,26,157,0,0,1,1,0,10,0,179,85,5,0,0,0
0,1,9,9,44,44,0,0,5,4,0,8,4,255,212,8,0,0,0
0,0,21,9,328,2404,0,1,2,9,0,10,0,193,255,10,0,0,0
0,2,11,9,18,0,0,0,1,1,0,10,0,1,50,10,10,0,0
0,0,65,1,0,0,0,0,211,15,10,1,1,255,15,1,0,10,10
0,0,21,9,347,521,0,1,4,4,0,10,0,255,255,10,0,0,0
0,0,47,5,0,0,0,0,216,17,0,1,1,255,17,1,0,0,0
0,0,47,4,0,0,0,0,1,1,10,10,0,133,1,0,6,6,10
0,0,47,1,0,0,0,0,145,17,10,1,1,244,17,1,0,10,10
0,1,47,9,52,55,0,0,508,508,0,10,0,255,255,10,8,0,0
0,0,58,1,0,0,0,0,1,24,10,10,0,238,14,0,0,0,4
0,0,21,9,268,16193,0,1,4,4,0,10,0,51,255,10,0,0,0
0,0,47,2,0,0,0,0,140,17,10,1,1,255,17,1,0,10,10
0,0,47,1,0,0,0,0,212,19,10,1,1,255,19,1,0,10,10
0,1,47,9,46,51,0,0,20,20,0,10,0,255,255,10,1,0,0
280,0,17,9,283618,0,0,0,1,1,0,10,0,22,9,1,1,0,0
0,0,17,9,12,0,0,0,1,1,0,10,0,8,15,9,9,0,0
0,0,25,5,0,0,0,0,1,3,0,10,0,148,86,3,0,0,0
0,0,15,5,0,0,0,0,290,16,0,1,1,255,16,1,0,0,0
0,0,21,9,205,655,0,1,41,43,0,10,0,255,255,10,0,0,0
282,0,16,9,158,595,2,1,1,1,0,10,0,255,16,1,0,7,0
0,0,47,1,0,0,0,0,221,2,10,0,1,255,2,0,0,10,10
0,0,21,9,238,780,0,1,18,19,0,10,0,18,98,10,1,0,0
0,0,58,8,0,44,0,0,1,1,0,10,0,255,60,2,0,7,0
0,0,21,9,256,22095,0,1,13,13,0,10,0,255,255,10,0,0,0
0,0,42,1,0,0,0,0,2,1,5,5,10,255,1,0,0,0,10
0,0,45,2,0,36,0,1,1,1,10,10,0,181,59,2,0,9,10
0,0,21,9,245,3258,0,1,3,52,0,10,0,18,255,10,1,0,0
0,0,21,9,362,677,0,1,10,10,0,10,0,106,231,10,0,0,0
0,1,47,9,54,53,0,0,511,511,0,10,0,255,255,10,10,0,0
0,0,55,1,0,0,0,0,3,7,10,3,10,255,17,1,0,3,10
0,0,21,9,328,2433,0,1,3,4,0,10,0,118,255,10,0,0,0
0,0,66,1,0,0,0,0,290,16,10,1,1,255,16,1,0,10,10
0,0,21,9,163,12206,0,1,1,1,0,10,0,1,255,10,10,0,0
0,0,47,1,0,0,0,0,213,8,10,0,1,255,8,0,0,10,10
0,0,21,7,54540,8315,1,1,4,4,0,10,0,255,254,10,0,0,0
0,1,47,9,105,146,0,0,1,1,0,10,0,100,99,10,0,0,0
5,0,45,9,32,93,0,1,1,1,0,10,0,5,8,10,2,0,0
0,1,47,9,53,51,0,0,279,279,0,10,0,255,255,10,9,0,0
0,0,21,9,204,1762,0,1,17,17,0,10,0,233,255,10,0,0,0
0,0,42,1,0,0,0,0,508,1,9,0,10,255,1,0,0,9,10
283,0,16,9,162,597,2,1,1,1,0,10,0,255,30,1,0,0,0
0,0,47,1,0,0,0,0,242,16,10,1,1,255,16,1,0,10,10
0,0,8,5,0,0,0,0,160,14,0,1,1,255,14,0,0,0,0
0,0,42,1,0,0,0,0,511,1,9,0,10,255,1,0,0,9,10
0,0,21,9,316,817,0,1,11,28,0,10,0,50,255,10,0,0,0
0,1,47,9,52,55,0,0,509,509,0,10,0,255,255,10,10,0,0
0,0,21,9,373,432,0,1,21,21,0,10,0,255,255,10,0,0,0
0,0,17,9,6932,0,0,0,2,2,0,10,0,36,5,1,1,0,0
0,0,47,1,0,0,0,0,205,12,10,1,1,255,12,0,0,10,10
3,0,45,9,32,93,0,1,1,1,0,10,0,255,171,7,0,1,0
0,0,21,9,232,259,0,1,5,12,0,10,0,101,255,10,0,0,0
0,0,47,1,0,0,0,0,131,20,10,2,0,255,20,1,0,10,10
0,0,21,9,251,2984,0,1,1,1,0,10,0,58,255,10,0,0,0
0,0,21,9,287,593,0,1,1,25,0,10,0,6,255,10,2,0,0
1,0,52,9,1055,364,0,1,1,2,0,10,0,142,192,8,0,0,0
0,0,21,9,286,920,0,1,16,19,0,10,0,152,255,10,0,0,0
0,0,47,1,0,0,0,0,136,14,10,1,1,255,14,0,0,10,10
0,0,21,9,321,622,0,1,18,23,0,10,0,255,255,10,0,0,0
280,0,17,9,283618,0,0,0,2,2,0,10,0,6,12,10,10,0,0
0,2,12,9,1032,0,0,0,201,201,0,10,0,255,255,10,10,0,0
0,0,58,9,122,174,0,0,1,1,0,10,0,255,182,7,0,0,0
0,0,25,2,0,44,0,0,2,8,10,5,10,226,59,2,0,9,10
0,0,47,1,0,0,0,0,253,11,10,0,1,255,11,0,0,10,10
0,0,21,1,0,0,0,0,264,20,10,1,1,255,20,1,0,10,10
0,0,47,6,2,834163,6,0,1,1,0,10,0,255,2,0,0,0,0
0,0,47,1,0,0,0,0,197,5,10,0,1,255,5,0,0,10,10
0,1,9,9,22,75,0,0,3,3,0,7,7,141,134,10,0,0,0
0,0,36,1,0,0,0,0,103,2,10,0,1,255,2,0,0,10,10
0,0,21,9,223,8620,0,1,3,3,0,10,0,157,255,10,0,0,0
0,0,21,9,237,4228,0,1,16,16,0,10,0,255,255,10,0,0,0
0,1,47,9,45,44,0,0,511,511,0,10,0,255,255,10,8,0,0
0,0,47,1,0,0,0,0,230,9,10,0,1,255,9,0,0,10,10
0,0,47,1,0,0,0,0,95,1,10,0,9,104,1,0,9,9,10
0,0,45,1,0,0,0,0,3,20,10,3,10,255,12,0,0,2,10
0,0,21,5,0,0,0,0,16,16,0,10,0,255,245,10,0,6,6
0,0,21,9,301,6085,0,1,14,15,0,10,0,120,255,10,0,0,0
0,1,9,9,44,71,0,0,188,187,0,10,0,255,255,10,0,0,0
0,0,21,9,54540,8314,2,1,4,9,0,10,0,255,242,10,0,1,1
0,1,47,9,1,1,0,0,94,1,0,0,6,255,1,0,5,4,0
2,0,58,9,24,715,0,0,4,7,8,5,8,255,53,2,0,4,5
0,0,42,1,0,0,0,0,458,1,8,0,10,255,1,0,0,1,10
7587,0,58,9,0,44,0,0,1,1,0,10,0,255,161,6,0,3,0
0,1,9,9,44,129,0,0,87,167,0,10,0,255,255,10,0,0,0
0,0,33,5,0,0,0,0,236,2,0,0,1,255,2,0,0,0,0
0,0,47,1,0,0,0,0,108,2,10,0,1,255,2,0,0,10,10
7,0,45,9,30,93,0,1,2,1,0,5,10,255,249,10,0,0,0
0,0,21,9,197,1485,0,1,16,17,0,10,0,255,255,10,0,0,0
0,0,21,9,242,15155,0,1,1,7,0,10,0,3,255,10,3,0,0
6,0,45,9,30,93,0,1,1,1,0,10,0,255,251,10,0,0,0
0,0,21,9,350,5934,0,1,5,5,0,10,0,255,255,10,0,0,0
0,1,9,9,46,46,0,0,127,200,0,10,0,255,254,10,0,0,0
